"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Illinois","Randolph",2000,366,263,91,11,1,0,0,151,84,40,0,0,325,41,0
"Illinois","Rock Island",2000,344,303,41,0,0,0,0,100,54,33,0,0,298,46,0
"Illinois","Saint Clair",2000,366,228,126,9,3,0,0,161,77,43,0,132,129,104,1
"Illinois","Sangamon",2000,366,270,88,7,1,0,0,164,69,38,11,0,268,78,9
"Illinois","Will",2000,366,248,111,6,1,0,0,151,77,41,0,42,228,95,1
"Illinois","Winnebago",2000,366,279,82,5,0,0,0,126,71,37,39,0,251,76,0
"Indiana","Allen",2000,364,237,111,12,4,0,0,182,84,42,126,0,160,77,1
"Indiana","Bartholomew",2000,131,124,7,0,0,0,0,58,41,19,0,0,0,0,131
"Indiana","Boone",2000,183,113,57,11,2,0,0,166,90,47,0,0,183,0,0
"Indiana","Clark",2000,254,115,108,27,4,0,0,156,105,54,0,0,164,84,6
"Indiana","Daviess",2000,55,53,2,0,0,0,0,56,34,19,0,0,0,0,55
"Indiana","DeKalb",2000,59,56,3,0,0,0,0,55,36,22,0,0,0,0,59
"Indiana","Delaware",2000,113,39,72,2,0,0,0,134,82,58,0,0,0,113,0
"Indiana","Dubois",2000,117,35,76,6,0,0,0,133,80,59,0,0,0,113,4
"Indiana","Elkhart",2000,226,154,66,6,0,0,0,126,75,43,0,0,139,87,0
"Indiana","Floyd",2000,255,148,91,16,0,0,0,133,86,45,0,0,167,88,0
"Indiana","Gibson",2000,366,344,20,2,0,0,0,112,44,27,0,187,179,0,0
"Indiana","Greene",2000,174,101,59,10,4,0,0,174,93,48,0,0,174,0,0
"Indiana","Hamilton",2000,183,114,55,10,4,0,0,187,97,48,0,0,183,0,0
"Indiana","Hancock",2000,183,123,47,9,4,0,0,182,87,45,0,0,183,0,0
"Indiana","Hendricks",2000,275,114,88,65,7,1,0,204,114,60,1,185,88,0,1
"Indiana","Henry",2000,13,7,6,0,0,0,0,67,64,49,0,0,0,13,0
"Indiana","Howard",2000,112,44,67,1,0,0,0,101,80,58,0,0,0,112,0
"Indiana","Huntington",2000,170,103,57,6,4,0,0,169,93,48,0,0,170,0,0
"Indiana","Jackson",2000,179,118,47,11,3,0,0,164,97,47,0,0,179,0,0
"Indiana","Jasper",2000,62,62,0,0,0,0,0,40,26,17,0,0,0,0,62
"Indiana","Johnson",2000,183,103,66,12,2,0,0,164,90,48,0,0,183,0,0
"Indiana","Knox",2000,358,259,87,10,2,0,0,154,77,41,0,0,298,60,0
"Indiana","LaPorte",2000,241,138,95,5,3,0,0,195,77,47,0,0,156,85,0
"Indiana","Lake",2000,366,71,261,26,8,0,0,164,98,65,0,22,55,276,13
"Indiana","Madison",2000,240,128,99,12,1,0,0,164,87,50,0,0,150,88,2
"Indiana","Marion",2000,366,88,249,26,3,0,0,182,96,63,1,16,77,271,1
"Indiana","Morgan",2000,181,105,60,11,5,0,0,169,93,49,0,0,181,0,0
"Indiana","Perry",2000,212,122,59,25,6,0,0,172,108,47,0,0,181,0,31
"Indiana","Porter",2000,341,227,101,9,4,0,0,190,77,41,0,0,157,84,100
"Indiana","Posey",2000,183,84,73,23,3,0,0,169,119,54,0,0,183,0,0
"Indiana","Putnam",2000,61,58,3,0,0,0,0,55,42,20,0,0,0,0,61
"Indiana","Shelby",2000,182,100,64,14,4,0,0,179,100,49,0,0,182,0,0
"Indiana","Spencer",2000,355,318,32,5,0,0,0,120,53,15,0,299,0,49,7
"Indiana","St. Joseph",2000,365,245,107,10,3,0,0,166,76,42,0,139,144,81,1
"Indiana","Tippecanoe",2000,114,45,68,1,0,0,0,111,84,56,0,0,0,114,0
"Indiana","Vanderburgh",2000,366,216,126,24,0,0,0,150,87,45,12,114,141,97,2
"Indiana","Vigo",2000,241,135,97,8,1,0,0,154,80,48,0,0,140,99,2
"Indiana","Wabash",2000,362,278,71,10,3,0,0,174,77,38,0,0,362,0,0
"Indiana","Warrick",2000,183,112,55,16,0,0,0,136,100,47,0,0,183,0,0
"Indiana","Wayne",2000,59,59,0,0,0,0,0,50,39,21,0,0,0,0,59
"Iowa","Black Hawk",2000,123,79,43,1,0,0,0,102,74,37,0,0,0,110,13
"Iowa","Bremer",2000,213,168,35,10,0,0,0,143,77,38,0,0,213,0,0
"Iowa","Cerro Gordo",2000,358,277,80,1,0,0,0,116,63,31,0,0,0,75,283
"Iowa","Clinton",2000,357,259,93,5,0,0,0,150,71,40,0,0,172,75,110
"Iowa","Delaware",2000,45,45,0,0,0,0,0,46,26,15,0,0,0,0,45
"Iowa","Emmet",2000,118,91,27,0,0,0,0,96,63,25,0,0,0,105,13
"Iowa","Harrison",2000,213,164,39,10,0,0,0,122,77,42,0,0,213,0,0
"Iowa","Johnson",2000,122,81,41,0,0,0,0,96,70,38,0,0,0,122,0
"Iowa","Linn",2000,366,228,130,7,1,0,0,161,75,45,14,1,145,202,4
"Iowa","Muscatine",2000,304,230,73,1,0,0,0,101,61,30,0,0,0,102,202
"Iowa","Palo Alto",2000,231,180,46,5,0,0,0,133,67,42,0,0,201,0,30
"Iowa","Polk",2000,366,223,141,2,0,0,0,107,73,44,11,0,67,223,65
"Iowa","Pottawattamie",2000,118,85,33,0,0,0,0,94,63,36,0,0,0,110,8
"Iowa","Scott",2000,366,144,211,10,1,0,0,151,80,55,0,0,103,190,73
"Iowa","Story",2000,257,203,51,3,0,0,0,115,68,36,0,0,188,69,0
"Iowa","Van Buren",2000,256,173,75,8,0,0,0,122,77,45,0,0,200,56,0
"Iowa","Warren",2000,206,153,48,4,1,0,0,151,80,41,0,0,206,0,0
"Iowa","Woodbury",2000,122,90,32,0,0,0,0,95,65,33,0,0,0,90,32
"Kansas","Ford",2000,59,59,0,0,0,0,0,44,36,17,0,0,0,0,59
"Kansas","Johnson",2000,122,69,52,1,0,0,0,110,66,45,0,0,0,122,0
"Kansas","Linn",2000,353,231,99,20,3,0,0,177,90,43,4,4,296,49,0
"Kansas","Montgomery",2000,352,346,6,0,0,0,0,63,37,19,0,0,0,0,352
"Kansas","Neosho",2000,59,57,2,0,0,0,0,64,36,20,0,0,0,0,59
"Kansas","Sedgwick",2000,366,225,117,23,1,0,0,179,84,46,20,0,272,58,16
"Kansas","Shawnee",2000,122,70,52,0,0,0,0,97,65,46,0,0,0,117,5
"Kansas","Sherman",2000,58,56,2,0,0,0,0,63,38,21,0,0,0,0,58
"Kansas","Sumner",2000,361,239,106,15,1,0,0,156,80,44,18,5,287,51,0
"Kansas","Trego",2000,257,145,94,17,1,0,0,161,93,48,0,0,257,0,0
"Kansas","Wyandotte",2000,366,224,121,17,4,0,0,156,84,45,9,105,175,72,5
"Kentucky","Bell",2000,366,237,92,32,5,0,0,190,101,44,105,0,226,33,2
"Kentucky","Boone",2000,245,190,44,8,3,0,0,179,77,41,0,0,245,0,0
"Kentucky","Boyd",2000,366,216,133,17,0,0,0,150,88,46,0,79,171,85,31
"Kentucky","Bullitt",2000,362,226,110,23,3,0,0,161,87,44,0,120,153,88,1
"Kentucky","Campbell",2000,365,234,110,14,7,0,0,192,84,44,0,103,170,91,1
"Kentucky","Carter",2000,274,153,109,11,1,0,0,153,86,47,0,0,196,78,0
"Kentucky","Christian",2000,257,118,110,28,1,0,0,159,101,53,0,0,174,83,0
"Kentucky","Daviess",2000,364,254,95,15,0,0,0,119,77,39,0,112,165,73,14
"Kentucky","Edmonson",2000,361,230,108,19,4,0,0,182,84,44,0,0,299,62,0
"Kentucky","Fayette",2000,366,226,130,9,1,0,0,157,78,44,1,114,140,104,7
"Kentucky","Franklin",2000,115,45,67,3,0,0,0,122,77,56,0,0,0,115,0
"Kentucky","Graves",2000,243,147,79,14,2,1,0,210,90,46,0,0,243,0,0
"Kentucky","Greenup",2000,241,155,75,11,0,0,0,150,87,45,0,0,241,0,0
"Kentucky","Hancock",2000,238,160,63,15,0,0,0,143,87,44,0,0,238,0,0
"Kentucky","Hardin",2000,262,148,101,9,4,0,0,179,91,48,0,0,182,77,3
"Kentucky","Harlan",2000,60,59,0,1,0,0,0,113,40,24,0,0,0,0,60
"Kentucky","Henderson",2000,366,221,122,23,0,0,0,150,80,44,0,128,148,83,7
"Kentucky","Jefferson",2000,366,78,246,36,6,0,0,192,105,62,2,16,103,240,5
"Kentucky","Jessamine",2000,237,160,67,9,1,0,0,161,87,45,0,0,237,0,0
"Kentucky","Kenton",2000,366,231,115,16,4,0,0,195,84,45,4,127,134,89,12
"Kentucky","Livingston",2000,255,133,90,30,2,0,0,182,108,50,0,0,244,0,11
"Kentucky","Madison",2000,120,40,78,1,1,0,0,156,72,55,0,0,0,116,4
"Kentucky","Marshall",2000,41,39,2,0,0,0,0,53,42,22,0,0,0,0,41
"Kentucky","McCracken",2000,366,218,123,21,3,1,0,202,93,44,5,89,184,68,20
"Kentucky","McLean",2000,236,159,66,11,0,0,0,136,84,44,0,0,236,0,0
"Kentucky","Morgan",2000,362,243,96,23,0,0,0,147,90,43,0,0,362,0,0
"Kentucky","Oldham",2000,224,153,53,14,4,0,0,174,93,44,0,0,224,0,0
"Kentucky","Perry",2000,263,193,61,8,1,0,0,163,75,40,0,0,220,33,10
"Kentucky","Pike",2000,315,195,107,12,1,0,0,166,80,44,0,0,183,84,48
"Kentucky","Pulaski",2000,263,149,89,21,4,0,0,169,100,48,0,0,242,0,21
"Kentucky","Scott",2000,220,185,31,4,0,0,0,119,64,37,0,0,220,0,0
"Kentucky","Simpson",2000,244,161,59,21,3,0,0,172,100,45,0,0,244,0,0
"Kentucky","Trigg",2000,362,236,96,29,1,0,0,179,97,43,0,0,362,0,0
"Kentucky","Warren",2000,366,203,140,18,5,0,0,182,90,47,0,88,190,83,5
"Kentucky","Washington",2000,358,223,106,28,1,0,0,151,97,44,0,0,358,0,0
"Kentucky","Whitley",2000,59,56,3,0,0,0,0,89,49,20,0,0,0,0,59
"Louisiana","Ascension",2000,365,269,61,27,7,1,0,204,100,36,0,0,365,0,0
"Louisiana","Beauregard",2000,361,286,55,17,3,0,0,169,80,37,0,0,361,0,0
"Louisiana","Bossier",2000,366,207,131,20,7,1,0,201,93,46,0,0,203,163,0
"Louisiana","Caddo",2000,363,231,101,27,4,0,0,190,93,44,0,0,284,79,0
"Louisiana","Calcasieu",2000,366,189,133,36,8,0,0,174,105,50,0,1,191,174,0
"Louisiana","Concordia",2000,60,34,26,0,0,0,0,84,68,46,0,0,0,60,0
"Louisiana","East Baton Rouge",2000,366,121,180,41,20,4,0,217,135,61,0,17,156,191,2
"Louisiana","Grant",2000,355,243,87,25,0,0,0,150,93,42,0,0,355,0,0
"Louisiana","Iberville",2000,366,229,82,33,21,1,0,201,129,44,0,25,307,34,0
"Louisiana","Jefferson",2000,366,171,149,38,8,0,0,187,105,52,0,16,160,190,0
"Louisiana","Lafayette",2000,363,234,96,26,5,2,0,208,97,41,0,0,287,76,0
"Louisiana","Lafourche",2000,354,203,111,37,3,0,0,187,108,46,0,0,218,136,0
"Louisiana","Livingston",2000,365,207,110,36,11,1,0,213,108,47,0,2,259,104,0
"Louisiana","Orleans",2000,366,179,165,22,0,0,0,147,87,51,1,46,90,229,0
"Louisiana","Ouachita",2000,365,239,92,32,2,0,0,174,100,40,0,0,286,79,0
"Louisiana","Plaquemines",2000,9,4,5,0,0,0,0,64,64,53,0,0,0,9,0
"Louisiana","Pointe Coupee",2000,362,281,66,14,1,0,0,172,84,37,0,0,362,0,0
"Louisiana","Rapides",2000,114,60,54,0,0,0,0,97,72,50,0,0,0,114,0
"Louisiana","St. Bernard",2000,362,224,111,23,4,0,0,164,97,43,0,0,300,62,0
"Louisiana","St. Charles",2000,355,272,52,23,7,1,0,202,97,36,0,0,349,0,6
"Louisiana","St. James",2000,363,277,59,24,3,0,0,169,87,36,0,0,363,0,0
"Louisiana","St. John the Baptist",2000,361,267,56,30,8,0,0,192,101,38,0,0,361,0,0
"Louisiana","St. Mary",2000,358,282,48,23,5,0,0,190,84,35,0,0,358,0,0
"Louisiana","Tangipahoa",2000,118,61,55,2,0,0,0,114,77,50,0,0,0,118,0
"Louisiana","Terrebonne",2000,117,62,55,0,0,0,0,96,70,47,0,0,0,117,0
"Louisiana","West Baton Rouge",2000,366,170,147,41,7,1,0,209,112,52,0,12,140,212,2
"Maine","Androscoggin",2000,51,51,0,0,0,0,0,44,26,14,0,0,0,0,51
"Maine","Aroostook",2000,366,344,22,0,0,0,0,90,45,33,0,0,329,0,37
"Maine","Cumberland",2000,214,186,27,1,0,0,0,133,58,36,0,0,180,0,34
"Maine","Franklin",2000,61,61,0,0,0,0,0,28,19,9,0,0,0,0,61
"Maine","Hancock",2000,361,316,35,7,3,0,0,179,60,36,0,0,352,9,0
"Maine","Kennebec",2000,212,193,18,1,0,0,0,115,49,32,0,0,183,0,29
"Maine","Knox",2000,212,187,22,3,0,0,0,147,54,33,0,0,179,0,33
"Maine","MOBILE MONITORS",2000,144,119,20,5,0,0,0,129,74,38,0,0,144,0,0
"Maine","Oxford",2000,245,242,3,0,0,0,0,84,42,27,0,0,182,0,63
"Maine","Penobscot",2000,365,346,17,2,0,0,0,105,45,34,0,0,362,0,3
"Maine","Piscataquis",2000,187,180,7,0,0,0,0,93,44,32,0,0,187,0,0
"Maine","Sagadahoc",2000,182,147,27,7,1,0,0,154,74,39,0,0,182,0,0
"Maine","Washington",2000,101,98,3,0,0,0,0,66,36,17,0,0,0,101,0
"Maine","York",2000,361,322,35,3,1,0,0,159,51,32,0,164,197,0,0
"Maryland","Anne Arundel",2000,304,166,105,23,8,2,0,215,105,48,0,3,221,79,1
"Maryland","Baltimore",2000,366,184,159,20,2,1,0,204,87,50,0,68,125,172,1
"Maryland","Baltimore (City)",2000,365,141,203,19,2,0,0,157,89,56,3,79,0,281,2
"Maryland","Calvert",2000,210,138,51,16,5,0,0,182,101,44,0,0,210,0,0
"Maryland","Carroll",2000,214,135,55,19,5,0,0,187,105,43,0,0,214,0,0
"Maryland","Cecil",2000,261,142,92,9,14,4,0,229,101,47,0,0,180,79,2
"Maryland","Charles",2000,213,134,46,28,4,1,0,207,115,45,0,0,213,0,0
"Maryland","Dorchester",2000,362,260,60,34,8,0,0,195,105,37,0,0,362,0,0
"Maryland","Frederick",2000,209,136,57,12,4,0,0,187,93,41,0,0,209,0,0
"Maryland","Harford",2000,366,249,91,14,11,1,0,212,90,38,0,0,306,60,0
"Maryland","Kent",2000,214,141,49,18,2,4,0,214,105,43,0,0,214,0,0
"Maryland","Montgomery",2000,244,146,81,15,2,0,0,156,92,45,0,0,162,82,0
"Maryland","Prince George's",2000,366,234,97,26,8,1,0,214,97,40,0,0,290,75,1
"Maryland","Washington",2000,256,157,85,12,2,0,0,172,84,46,0,0,164,92,0
"Maryland","Wicomico",2000,59,59,0,0,0,0,0,37,21,10,0,0,0,0,59
"Massachusetts","Barnstable",2000,275,220,41,11,2,1,0,222,84,36,0,7,268,0,0
"Massachusetts","Berkshire",2000,193,133,54,5,1,0,0,161,74,42,0,0,112,81,0
"Massachusetts","Bristol",2000,283,184,82,15,2,0,0,200,84,42,0,46,153,84,0
"Massachusetts","Essex",2000,305,211,87,6,1,0,0,159,71,40,0,70,140,95,0
"Massachusetts","Hampden",2000,366,182,171,12,1,0,0,161,81,51,1,104,62,198,1
"Massachusetts","Hampshire",2000,352,293,51,6,2,0,0,164,63,36,0,19,289,43,1
"Massachusetts","Middlesex",2000,366,307,51,7,1,0,0,185,59,26,152,0,147,67,0
"Massachusetts","Norfolk",2000,63,45,18,0,0,0,0,88,60,36,0,0,0,63,0
"Massachusetts","Plymouth",2000,96,57,39,0,0,0,0,84,69,43,0,0,0,96,0
"Massachusetts","Suffolk",2000,366,134,221,11,0,0,0,147,79,56,0,71,31,261,3
"Massachusetts","Worcester",2000,366,260,97,8,1,0,0,174,70,40,20,93,150,99,4
"Michigan","Allegan",2000,357,202,138,14,1,2,0,204,85,46,0,0,127,230,0
"Michigan","Alpena",2000,78,62,16,0,0,0,0,79,58,27,0,0,0,78,0
"Michigan","Bay",2000,39,27,12,0,0,0,0,84,75,35,0,0,0,39,0
"Michigan","Benzie",2000,183,147,26,9,0,1,0,203,80,40,0,0,183,0,0
"Michigan","Berrien",2000,243,153,83,4,3,0,0,182,84,46,0,0,159,84,0
"Michigan","Calhoun",2000,40,38,2,0,0,0,0,51,45,23,0,0,0,0,40
"Michigan","Cass",2000,168,114,44,7,3,0,0,166,87,44,0,0,168,0,0
"Michigan","Clinton",2000,182,155,22,5,0,0,0,147,58,39,0,0,182,0,0
"Michigan","Genesee",2000,244,163,72,7,2,0,0,166,78,43,0,0,165,76,3
"Michigan","Grand Traverse",2000,83,60,23,0,0,0,0,92,62,29,0,0,0,83,0
"Michigan","Huron",2000,182,144,33,5,0,0,0,143,67,38,0,0,182,0,0
"Michigan","Ingham",2000,250,165,75,9,1,0,0,151,77,44,0,8,161,81,0
"Michigan","Kalamazoo",2000,242,157,79,6,0,0,0,143,78,44,0,0,153,89,0
"Michigan","Kent",2000,366,181,172,10,3,0,0,192,84,52,5,0,100,259,2
"Michigan","Keweenaw",2000,105,101,4,0,0,0,0,59,32,14,0,0,0,105,0
"Michigan","Lenawee",2000,182,138,38,4,2,0,0,154,77,44,0,0,182,0,0
"Michigan","Macomb",2000,353,276,67,9,1,0,0,161,73,31,116,0,153,84,0
"Michigan","Manistee",2000,234,205,22,6,0,1,0,205,58,37,0,0,234,0,0
"Michigan","Mason",2000,183,145,28,8,1,1,0,212,84,40,0,0,183,0,0
"Michigan","Missaukee",2000,353,327,21,4,1,0,0,182,46,21,0,173,180,0,0
"Michigan","Monroe",2000,117,48,66,3,0,0,0,112,83,55,0,0,0,117,0
"Michigan","Muskegon",2000,243,173,54,14,1,1,0,206,84,42,0,0,167,76,0
"Michigan","Oakland",2000,356,279,68,9,0,0,0,140,66,29,134,0,149,73,0
"Michigan","Ottawa",2000,244,165,72,5,2,0,0,190,83,43,0,0,167,73,4
"Michigan","Saginaw",2000,107,70,37,0,0,0,0,93,67,34,0,0,0,107,0
"Michigan","Schoolcraft",2000,97,92,5,0,0,0,0,64,47,13,0,0,0,97,0
"Michigan","St. Clair",2000,226,157,62,5,2,0,0,185,77,38,0,0,144,82,0
"Michigan","Tuscola",2000,349,313,33,2,1,0,0,161,54,33,0,0,349,0,0
"Michigan","Washtenaw",2000,365,244,108,11,2,0,0,161,77,42,0,0,295,70,0
"Michigan","Wayne",2000,366,112,224,28,2,0,0,156,96,62,1,55,41,243,26
"Michigan","Wexford",2000,64,64,0,0,0,0,0,36,35,29,0,0,64,0,0
"Minnesota","Anoka",2000,366,336,28,2,0,0,0,129,48,28,159,0,207,0,0
"Minnesota","Carlton",2000,42,42,0,0,0,0,0,44,17,11,0,0,0,0,42
"Minnesota","Crow Wing",2000,12,10,1,1,0,0,0,103,95,10,0,0,0,6,6
"Minnesota","Dakota",2000,366,317,43,6,0,0,0,121,59,34,0,154,155,57,0
"Minnesota","Douglas",2000,13,11,2,0,0,0,0,69,52,21,0,0,0,10,3
"Minnesota","Freeborn",2000,50,34,15,1,0,0,0,106,79,35,0,0,0,34,16
"Minnesota","Hennepin",2000,366,244,113,8,1,0,0,157,70,42,7,217,0,130,12
"Minnesota","Itasca",2000,14,13,0,1,0,0,0,125,50,17,0,0,0,10,4
"Minnesota","Kandiyohi",2000,23,16,7,0,0,0,0,94,68,31,0,0,0,3,20
"Minnesota","Lake",2000,230,214,15,1,0,0,0,112,46,30,0,0,176,50,4
"Minnesota","McLeod",2000,44,33,11,0,0,0,0,91,76,24,0,0,0,32,12
"Minnesota","Mille Lacs",2000,236,192,43,1,0,0,0,140,69,36,0,0,169,57,10
"Minnesota","Nicollet",2000,15,12,2,1,0,0,0,104,67,33,0,0,0,10,5
"Minnesota","Olmsted",2000,91,58,31,2,0,0,0,104,81,39,0,0,0,91,0
"Minnesota","Otter Tail",2000,43,35,8,0,0,0,0,74,63,31,0,0,0,31,12
"Minnesota","Pine",2000,337,337,0,0,0,0,0,24,8,3,337,0,0,0,0
"Minnesota","Ramsey",2000,366,228,130,8,0,0,0,143,73,42,21,126,0,183,36
"Minnesota","Saint Louis",2000,366,307,57,2,0,0,0,119,58,35,31,0,259,62,14
"Minnesota","Scott",2000,85,51,32,2,0,0,0,106,78,38,0,0,0,85,0
"Minnesota","Stearns",2000,325,297,25,3,0,0,0,113,45,16,250,0,0,75,0
"Minnesota","Washington",2000,219,171,44,4,0,0,0,122,74,39,0,0,187,17,15
"Minnesota","Wright",2000,45,32,12,1,0,0,0,117,74,34,0,0,0,37,8
"Mississippi","Adams",2000,280,145,101,28,6,0,0,179,105,49,0,0,209,71,0
"Mississippi","Bolivar",2000,285,141,104,39,1,0,0,156,108,51,0,0,204,81,0
"Mississippi","DeSoto",2000,364,207,107,43,7,0,0,177,105,47,0,99,192,73,0
"Mississippi","Forrest",2000,119,50,68,1,0,0,0,115,76,54,0,0,0,119,0
"Mississippi","Hancock",2000,362,221,97,39,5,0,0,195,108,44,0,89,215,58,0
"Mississippi","Harrison",2000,364,150,167,40,7,0,0,197,108,54,0,0,146,218,0
"Mississippi","Hinds",2000,366,223,120,22,1,0,0,174,93,45,14,0,189,90,73
"Mississippi","Jackson",2000,283,140,103,34,5,1,0,208,108,51,0,0,204,79,0
"Mississippi","Jones",2000,118,36,80,2,0,0,0,123,84,60,0,0,0,118,0
"Mississippi","Lauderdale",2000,281,122,129,29,1,0,0,156,101,55,0,0,210,71,0
"Mississippi","Lee",2000,285,121,121,40,3,0,0,164,112,55,0,0,214,70,1
"Mississippi","Lowndes",2000,117,43,73,1,0,0,0,116,79,55,0,0,0,117,0
"Mississippi","Madison",2000,244,119,98,27,0,0,0,140,105,51,0,0,244,0,0
"Mississippi","Pearl River",2000,78,35,42,1,0,0,0,115,70,54,0,0,0,78,0
"Mississippi","Rankin",2000,103,45,57,1,0,0,0,110,80,53,0,0,0,103,0
"Mississippi","Scott",2000,119,58,60,1,0,0,0,111,72,52,0,0,0,119,0
"Mississippi","Warren",2000,279,149,105,24,1,0,0,156,100,49,0,0,210,69,0
"Mississippi","Yalobusha",2000,348,221,98,27,2,0,0,166,97,44,0,0,348,0,0
"Missouri","Buchanan",2000,122,60,62,0,0,0,0,93,66,51,0,0,0,101,21
"Missouri","Cass",2000,296,171,102,20,3,0,0,185,97,46,0,0,233,63,0
"Missouri","Cedar",2000,264,142,94,21,7,0,0,179,101,49,0,0,199,65,0
"Missouri","Clay",2000,366,135,193,31,7,0,0,195,101,56,2,38,135,191,0
"Missouri","Greene",2000,366,240,111,15,0,0,0,150,77,44,21,100,175,70,0
"Missouri","Howell",2000,121,54,66,1,0,0,0,105,69,53,0,0,0,121,0
"Missouri","Jackson",2000,366,190,174,2,0,0,0,117,72,49,20,0,5,334,7
"Missouri","Jasper",2000,122,55,66,1,0,0,0,145,74,52,0,0,0,112,10
"Missouri","Jefferson",2000,265,119,123,22,1,0,0,166,90,53,0,0,167,98,0
"Missouri","Lincoln",2000,121,120,1,0,0,0,0,53,27,14,0,0,0,0,121
"Missouri","Mercer",2000,353,353,0,0,0,0,0,22,10,5,0,353,0,0,0
"Missouri","Monroe",2000,262,157,97,8,0,0,0,147,80,47,0,0,191,68,3
"Missouri","Platte",2000,366,285,60,17,4,0,0,172,77,35,0,165,201,0,0
"Missouri","Saint Charles",2000,357,220,112,15,10,0,0,185,87,44,0,97,177,83,0
"Missouri","Saint Louis",2000,366,206,133,21,6,0,0,182,90,46,1,159,119,86,1
"Missouri","Sainte Genevieve",2000,265,115,126,20,3,1,0,204,97,54,0,1,175,89,0
"Missouri","St. Louis City",2000,366,70,275,17,4,0,0,166,91,62,0,46,61,255,4
"Missouri","Stoddard",2000,58,27,30,1,0,0,0,107,81,54,0,0,0,58,0
"Montana","Cascade",2000,361,343,16,2,0,0,0,113,32,14,274,0,0,87,0
"Montana","Fergus",2000,89,88,1,0,0,0,0,86,25,12,0,0,0,89,0
"Montana","Flathead",2000,366,299,66,1,0,0,0,132,60,37,41,0,185,74,66
"Montana","Gallatin",2000,348,319,25,2,2,0,0,167,43,11,209,0,0,88,51
"Montana","Glacier",2000,59,55,4,0,0,0,0,88,42,16,0,0,0,0,59
"Montana","Lake",2000,366,306,58,1,1,0,0,159,58,23,0,0,0,117,249
"Montana","Lewis and Clark",2000,364,315,43,6,0,0,0,124,57,19,0,0,0,93,271
"Montana","Lincoln",2000,360,295,58,7,0,0,0,128,69,25,0,0,0,98,262
"Montana","Missoula",2000,366,312,43,9,1,1,0,229,61,24,102,0,0,109,155
"Montana","Powell",2000,61,59,2,0,0,0,0,64,31,13,0,0,0,61,0
"Montana","Ravalli",2000,356,312,30,4,9,1,0,250,62,17,0,0,0,97,259
"Montana","Roosevelt",2000,52,51,1,0,0,0,0,54,35,13,0,0,0,0,52
"Montana","Rosebud",2000,366,326,40,0,0,0,0,92,51,23,0,108,0,66,192
